Start	End	Direction
ATF2	INS	1
ATF2	ZNF516	1
ATF2	UCP1	1
ATF2	PPARGC1A	1
ATF2	FGF21	1
ATF2	MCL1	1
ATF2	BCL2	1
MAPK13	TNF	1
MAPK13	IL6	1
MAPK13	IL23A	1
MAPK13	IL1B	1
MAPK13	IL1A	1
MAPK13	IL18	1
MAPK13	NOS2	1
MAPK13	IL12B	1
MAPK13	IL12A	1
MAPK13	CXCL8	1
MAPK13	RORC	1
MAPK13	RORA	1
MAPK13	IRF4	1
MAPK13	IL8	1
MAPK13	CXCL1	1
EIF4EBP2	SOD2	1
EIF4EBP2	SOD1	1
EIF4EBP2	HSPA8	1
EIF4EBP2	HSPA6	1
EIF4EBP2	HSPA2	1
EIF4EBP2	HSPA1L	1
EIF4EBP2	HSPA1B	1
EIF4EBP2	HSPA1A	1
EIF4EBP2	CRYAB	1
EGR3	FASLG	1
ASH2L	CDKN2C	1
ASH2L	CDKN2B	1
ASH2L	CDKN2A	1
ASH2L	CDKN1B	1
RORC	IL22	1
RORC	IL21	1
RORC	IL17F	1
RORC	IL17A	1
RORC	ARNTL	1
EGR2	FASLG	1
RORB	ARNTL	1
RELB	VIM	1
RELB	TNFAIP3	1
RELB	ITGAL	1
RELB	FCER2	1
RELB	ENTPD8	1
RELB	ENTPD3	1
RELB	ENTPD1	1
RELB	CD58	1
RELB	CD44	1
RELB	CD40	1
RELB	BCL2	1
RELB	XIAP	1
RELB	LTA	1
RELB	IL6	1
RELB	IL2RA	1
RELB	IL2	1
RELB	IL15RA	1
RELB	IL15	1
RELB	CSF2	1
RELB	BCL2L1	1
RELB	IL1B	1
RELB	IL12B	1
RELB	IL12A	1
RELB	NFATC1	1
RELB	IFNB1	1
RELB	TNFSF13B	1
RELB	ICAM1	1
RELB	CXCL12	1
RELB	CCL21	1
RELB	CCL19	1
RELB	CCL13	1
RORA	IL22	1
RORA	IL21	1
RORA	IL17F	1
RORA	IL17A	1
RORA	ARNTL	1
EGR1	PTH	1
EGR1	SPP1	1
EGR1	CCL5	1
EGFR	PTGS2	1
MAPK12	TNF	1
MAPK12	IL6	1
MAPK12	IL23A	1
MAPK12	IL1B	1
MAPK12	IL1A	1
MAPK12	IL18	1
MAPK12	NOS2	1
MAPK12	IL12B	1
MAPK12	IL12A	1
MAPK12	CXCL8	1
MAPK12	RORC	1
MAPK12	RORA	1
MAPK12	IRF4	1
MAPK12	IL8	1
MAPK12	CXCL1	1
NR1D1	ARNTL	1
E2F5	MYBL2	1
E2F5	FOXM1	1
E2F5	MYC	1
STAT5A	TNFSF11	1
STAT5A	TH	1
STAT5A	SLC2A2	1
STAT5A	PRLR	1
STAT5A	LHCGR	1
STAT5A	IRF1	1
STAT5A	INS	1
STAT5A	GCK	1
STAT5A	ESR2	1
STAT5A	ESR1	1
STAT5A	ELF5	1
STAT5A	CSN2	1
STAT5A	FOXP3	1
STAT5A	IL4R	1
STAT5A	IL4	1
STAT5A	IL2RA	1
STAT5A	IL2	1
STAT5A	GATA3	1
STAT5A	SOCS6	1
STAT5A	MCL1	1
STAT5A	GFAP	1
STAT5A	CISH	1
STAT5A	CDKN1A	1
STAT5A	BCL2	1
STAT5A	AOX1	1
STAT5A	RIPK1	1
STAT5A	EIF2AK2	1
STAT5A	SOCS7	1
STAT5A	SOCS5	1
STAT5A	SOCS4	1
STAT5A	SOCS3	1
STAT5A	SOCS2	1
STAT5A	SOCS1	1
STAT5A	PIM2	1
STAT5A	PIM1	1
STAT5A	MYC	1
STAT5A	CCND3	1
STAT5A	CCND2	1
STAT5A	CCND1	1
STAT5A	BCL2L1	1
E2F4	MYBL2	1
E2F4	FOXM1	1
E2F4	MYC	1
ARNTL	RORC	1
ARNTL	RORB	1
ARNTL	RORA	1
ARNTL	PER3	1
ARNTL	PER2	1
ARNTL	PER1	1
ARNTL	NR1D1	1
ARNTL	CRY2	1
ARNTL	CRY1	1
ARNTL	BHLHE41	1
ARNTL	BHLHE40	1
MAPK11	TNF	1
MAPK11	IL6	1
MAPK11	IL23A	1
MAPK11	IL1B	1
MAPK11	IL1A	1
MAPK11	IL18	1
MAPK11	NOS2	1
MAPK11	IL12B	1
MAPK11	IL12A	1
MAPK11	CXCL8	1
MAPK11	RORC	1
MAPK11	RORA	1
MAPK11	IRF4	1
MAPK11	IL8	1
MAPK11	CXCL1	1
STAT4	IL2	1
STAT4	TBX21	1
STAT4	IL12RB2	1
STAT4	IL12RB1	1
STAT4	IFNG	1
STAT4	SOCS6	1
STAT4	MCL1	1
STAT4	GFAP	1
STAT4	CISH	1
STAT4	CDKN1A	1
STAT4	BCL2L1	1
STAT4	BCL2	1
STAT4	AOX1	1
STAT4	RIPK1	1
STAT4	EIF2AK2	1
STAT4	SOCS7	1
STAT4	SOCS5	1
STAT4	SOCS4	1
STAT4	SOCS3	1
STAT4	SOCS2	1
STAT4	SOCS1	1
STAT4	PIM1	1
STAT4	MYC	1
STAT4	CCND3	1
STAT4	CCND2	1
STAT4	CCND1	1
MAPK10	PLA2G4F	1
MAPK10	PLA2G4E	1
MAPK10	PLA2G4D	1
MAPK10	PLA2G4C	1
MAPK10	PLA2G4B	1
MAPK10	PLA2G4A	1
MAPK10	JMJD7-PLA2G4B	1
MAPK10	NOS2	1
MAPK10	IL23A	1
MAPK10	IL18	1
MAPK10	IL12B	1
MAPK10	IL12A	1
MAPK10	CXCL8	1
MAPK10	TNF	1
MAPK10	IL6	1
MAPK10	IL1B	1
MAPK10	IL1A	1
MAPK10	IL8	1
CTNNB1	VEGFA	1
CTNNB1	JUN	1
CTNNB1	CREB1	1
CTNNB1	MYC	1
CTNNB1	CCND3	1
CTNNB1	CCND2	1
CTNNB1	CCND1	1
CRTC2	SIK1B	1
CRTC2	SIK1	1
CRTC2	G6PC3	1
CRTC2	G6PC2	1
CRTC2	G6PC	1
CRTC2	CPT1C	1
CRTC2	CPT1B	1
CRTC2	CPT1A	1
CRTC2	PPARGC1A	1
CRTC2	PCK2	1
CRTC2	PCK1	1
GLI3	WNT9B	1
GLI3	WNT9A	1
GLI3	WNT8B	1
GLI3	WNT8A	1
GLI3	WNT7B	1
GLI3	WNT7A	1
GLI3	WNT6	1
GLI3	WNT5B	1
GLI3	WNT5A	1
GLI3	WNT4	1
GLI3	WNT3A	1
GLI3	WNT3	1
GLI3	WNT2B	1
GLI3	WNT2	1
GLI3	WNT16	1
GLI3	WNT11	1
GLI3	WNT10B	1
GLI3	WNT10A	1
GLI3	WNT1	1
GLI3	PTCH2	1
GLI3	PTCH1	1
GLI3	HHIP	1
GLI3	GLI3	1
GLI3	GLI2	1
GLI3	GLI1	1
GLI3	BMP8B	1
GLI3	BMP8A	1
GLI3	BMP7	1
GLI3	BMP6	1
GLI3	BMP5	1
GLI3	BMP4	1
GLI3	BMP2	1
GLI2	WNT9B	1
GLI2	WNT9A	1
GLI2	WNT8B	1
GLI2	WNT8A	1
GLI2	WNT7B	1
GLI2	WNT7A	1
GLI2	WNT6	1
GLI2	WNT5B	1
GLI2	WNT5A	1
GLI2	WNT4	1
GLI2	WNT3A	1
GLI2	WNT3	1
GLI2	WNT2B	1
GLI2	WNT2	1
GLI2	WNT16	1
GLI2	WNT11	1
GLI2	WNT10B	1
GLI2	WNT10A	1
GLI2	WNT1	1
GLI2	PTCH2	1
GLI2	PTCH1	1
GLI2	HHIP	1
GLI2	GLI3	1
GLI2	GLI2	1
GLI2	GLI1	1
GLI2	BMP8B	1
GLI2	BMP8A	1
GLI2	BMP7	1
GLI2	BMP6	1
GLI2	BMP5	1
GLI2	BMP4	1
GLI2	BMP2	1
ARNT	VEGFA	1
ARNT	TIMP1	1
ARNT	TFRC	1
ARNT	TF	1
ARNT	TEK	1
ARNT	SLC2A1	1
ARNT	SERPINE1	1
ARNT	PGK1	1
ARNT	PFKL	1
ARNT	PFKFB3	1
ARNT	PDK1	1
ARNT	NPPA	1
ARNT	NOS3	1
ARNT	NOS2	1
ARNT	LTBR	1
ARNT	LDHA	1
ARNT	HMOX1	1
ARNT	HKDC1	1
ARNT	HK3	1
ARNT	HK2	1
ARNT	HK1	1
ARNT	GAPDH	1
ARNT	FLT1	1
ARNT	EPO	1
ARNT	ENO4	1
ARNT	ENO3	1
ARNT	ENO2	1
ARNT	ENO1	1
ARNT	EGF	1
ARNT	EDN1	1
ARNT	CDKN1B	1
ARNT	CDKN1A	1
ARNT	BCL2	1
ARNT	ANGPT4	1
ARNT	ANGPT2	1
ARNT	ANGPT1	1
ARNT	ALDOA	1
MAPK1	PLA2G4F	1
MAPK1	PLA2G4E	1
MAPK1	PLA2G4D	1
MAPK1	PLA2G4C	1
MAPK1	PLA2G4B	1
MAPK1	PLA2G4A	1
MAPK1	JMJD7-PLA2G4B	1
MAPK1	PLAUR	1
MAPK1	PLAU	1
MAPK1	TNF	1
MAPK1	NOS2	1
MAPK1	IL6	1
MAPK1	IL23A	1
MAPK1	IL1B	1
MAPK1	IL1A	1
MAPK1	IL18	1
MAPK1	IL12B	1
MAPK1	IL12A	1
MAPK1	CXCL8	1
MAPK1	PDYN	1
MAPK1	VEGFD	1
MAPK1	VEGFC	1
MAPK1	VEGFB	1
MAPK1	VEGFA	1
MAPK1	NOS1	1
MAPK1	MMP9	1
MAPK1	MMP2	1
MAPK1	PTGS2	1
MAPK1	MEF2C	1
MAPK1	JUN	1
MAPK1	FOS	1
MAPK1	ELK1	1
MAPK1	CDKN1A	1
MAPK1	JAG1	1
MAPK1	EGR1	1
MAPK1	BCL2	1
MAPK1	IL8	1
MAPK1	CDK4	1
MAPK1	CCND1	1
AHR	CDKN1B	1
GLI1	WNT9B	1
GLI1	WNT9A	1
GLI1	WNT8B	1
GLI1	WNT8A	1
GLI1	WNT7B	1
GLI1	WNT7A	1
GLI1	WNT6	1
GLI1	WNT5B	1
GLI1	WNT5A	1
GLI1	WNT4	1
GLI1	WNT3A	1
GLI1	WNT3	1
GLI1	WNT2B	1
GLI1	WNT2	1
GLI1	WNT16	1
GLI1	WNT11	1
GLI1	WNT10B	1
GLI1	WNT10A	1
GLI1	WNT1	1
GLI1	PTCH2	1
GLI1	PTCH1	1
GLI1	HHIP	1
GLI1	GLI3	1
GLI1	GLI2	1
GLI1	GLI1	1
GLI1	BMP8B	1
GLI1	BMP8A	1
GLI1	BMP7	1
GLI1	BMP6	1
GLI1	BMP5	1
GLI1	BMP4	1
GLI1	BMP2	1
GCM2	PTH	1
GCM1	PTH	1
GATA4	TRAF3IP2	1
GATA4	IL1A	1
MAF	IL4R	1
MAF	IL4	1
MAF	IL2RA	1
STAT3	MIR21	1
STAT3	VEGFD	1
STAT3	PTGS2	1
STAT3	IL12B	1
STAT3	IL12A	1
STAT3	NFATC1	1
STAT3	COL1A2	1
STAT3	COL1A1	1
STAT3	TNFSF11	1
STAT3	TH	1
STAT3	SLC2A2	1
STAT3	PRLR	1
STAT3	LHCGR	1
STAT3	IRF1	1
STAT3	INS	1
STAT3	GCK	1
STAT3	ESR2	1
STAT3	ESR1	1
STAT3	ELF5	1
STAT3	CSN2	1
STAT3	RORC	1
STAT3	RORA	1
STAT3	IL23R	1
STAT3	IL22	1
STAT3	IL21	1
STAT3	IL17F	1
STAT3	IL17A	1
STAT3	IL12RB1	1
STAT3	SOCS6	1
STAT3	MCL1	1
STAT3	GFAP	1
STAT3	CISH	1
STAT3	CDKN1A	1
STAT3	BCL2L1	1
STAT3	BCL2	1
STAT3	AOX1	1
STAT3	KLF4	1
STAT3	RIPK1	1
STAT3	EIF2AK2	1
STAT3	HIF1A	1
STAT3	VEGFC	1
STAT3	VEGFB	1
STAT3	VEGFA	1
STAT3	SOCS7	1
STAT3	SOCS5	1
STAT3	SOCS4	1
STAT3	SOCS3	1
STAT3	SOCS2	1
STAT3	SOCS1	1
STAT3	PPARGC1A	1
STAT3	PIM2	1
STAT3	PIM1	1
STAT3	PGF	1
STAT3	MYC	1
STAT3	FIGF	1
STAT3	CPT1C	1
STAT3	CPT1B	1
STAT3	CPT1A	1
STAT3	CCND3	1
STAT3	CCND2	1
STAT3	CCND1	1
MAML3	HEYL	1
MAML3	HEY2	1
MAML3	HEY1	1
MAML3	HES7	1
MAML3	HES6	1
MAML3	HES5	1
MAML3	HES4	1
MAML3	HES3	1
MAML3	HES2	1
MAML3	HES1	1
MAML3	TBX21	1
MAML3	IL4	1
MAML3	GATA3	1
CREBBP	IFNB1	1
CREBBP	SIK1B	1
CREBBP	SIK1	1
CREBBP	PPARGC1A	1
CREBBP	PCK2	1
CREBBP	PCK1	1
CREBBP	G6PC3	1
CREBBP	G6PC2	1
CREBBP	G6PC	1
CREBBP	CPT1C	1
CREBBP	CPT1B	1
CREBBP	CPT1A	1
CREBBP	VEGFA	1
CREBBP	TIMP1	1
CREBBP	TFRC	1
CREBBP	TF	1
CREBBP	TEK	1
CREBBP	SLC2A1	1
CREBBP	SERPINE1	1
CREBBP	PGK1	1
CREBBP	PFKL	1
CREBBP	PFKFB3	1
CREBBP	PDK1	1
CREBBP	NPPA	1
CREBBP	NOS3	1
CREBBP	NOS2	1
CREBBP	LTBR	1
CREBBP	LDHA	1
CREBBP	HMOX1	1
CREBBP	HKDC1	1
CREBBP	HK3	1
CREBBP	HK2	1
CREBBP	HK1	1
CREBBP	GAPDH	1
CREBBP	FLT1	1
CREBBP	EPO	1
CREBBP	ENO4	1
CREBBP	ENO3	1
CREBBP	ENO2	1
CREBBP	ENO1	1
CREBBP	EGF	1
CREBBP	EDN1	1
CREBBP	CDKN1B	1
CREBBP	CDKN1A	1
CREBBP	BCL2	1
CREBBP	ANGPT4	1
CREBBP	ANGPT2	1
CREBBP	ANGPT1	1
CREBBP	ALDOA	1
CREBBP	MITF	1
CREBBP	CDKN2B	1
MAML2	HEYL	1
MAML2	HEY2	1
MAML2	HEY1	1
MAML2	HES7	1
MAML2	HES6	1
MAML2	HES5	1
MAML2	HES4	1
MAML2	HES3	1
MAML2	HES2	1
MAML2	HES1	1
MAML2	TBX21	1
MAML2	IL4	1
MAML2	GATA3	1
MAML1	HEYL	1
MAML1	HEY2	1
MAML1	HEY1	1
MAML1	HES7	1
MAML1	HES6	1
MAML1	HES5	1
MAML1	HES4	1
MAML1	HES3	1
MAML1	HES2	1
MAML1	HES1	1
MAML1	TBX21	1
MAML1	IL4	1
MAML1	GATA3	1
STAT2	OAS3	1
STAT2	OAS2	1
STAT2	OAS1	1
STAT2	IRF7	1
STAT2	CXCL10	1
STAT2	OASL	1
STAT2	MX1	1
STAT2	ISG15	1
STAT2	MYD88	1
STAT2	SOCS6	1
STAT2	MCL1	1
STAT2	GFAP	1
STAT2	CISH	1
STAT2	CDKN1A	1
STAT2	BCL2L1	1
STAT2	BCL2	1
STAT2	AOX1	1
STAT2	IL17D	1
STAT2	RIPK1	1
STAT2	EIF2AK2	1
STAT2	SOCS7	1
STAT2	SOCS5	1
STAT2	SOCS4	1
STAT2	SOCS3	1
STAT2	SOCS2	1
STAT2	SOCS1	1
STAT2	PIM1	1
STAT2	MYC	1
STAT2	CCND3	1
STAT2	CCND2	1
STAT2	CCND1	1
MAFB	PTH	1
MAFA	PDX1	1
MAFA	INS	1
RBPJL	RUNX3	1
RBPJL	MYC	1
RBPJL	FCER2	1
RBPJL	CR2	1
RBPJL	HEYL	1
RBPJL	HEY2	1
RBPJL	HEY1	1
RBPJL	HES7	1
RBPJL	HES6	1
RBPJL	HES4	1
RBPJL	HES3	1
RBPJL	HES2	1
RBPJL	TBX21	1
RBPJL	IL4	1
RBPJL	GATA3	1
RBPJL	PTCRA	1
RBPJL	HES5	1
RBPJL	HES1	1
CREB5	CCND1	1
CREB5	PTGER4	1
CREB5	PCNA	1
CREB5	CXCL8	1
CREB5	NPY	1
CREB5	CRH	1
CREB5	FOSB	1
CREB5	ARC	1
CREB5	PDYN	1
CREB5	POMC	1
CREB5	TNFSF11	1
CREB5	CDKN1A	1
CREB5	NCEH1	1
CREB5	CYP17A1	1
CREB5	CYP11B1	1
CREB5	VEGFD	1
CREB5	VEGFC	1
CREB5	VEGFB	1
CREB5	VEGFA	1
CREB5	STAR	1
CREB5	CYP11B2	1
CREB5	SIK1B	1
CREB5	SIK1	1
CREB5	PPARGC1A	1
CREB5	PCK2	1
CREB5	PCK1	1
CREB5	G6PC3	1
CREB5	G6PC2	1
CREB5	G6PC	1
CREB5	CPT1C	1
CREB5	CPT1B	1
CREB5	CPT1A	1
CREB5	TG	1
CREB5	INS	1
CREB5	ZNF516	1
CREB5	UCP1	1
CREB5	MCL1	1
CREB5	BCL2	1
CREB5	JUN	1
CREB5	FOS	1
CREB5	BDNF	1
CREB5	AQP2	1
FOXO6	TNFSF10	1
FOXO6	SOD2	1
FOXO6	S1PR4	1
FOXO6	S1PR1	1
FOXO6	RBL2	1
FOXO6	RAG2	1
FOXO6	RAG1	1
FOXO6	PLK4	1
FOXO6	PLK3	1
FOXO6	PLK2	1
FOXO6	PLK1	1
FOXO6	PCK2	1
FOXO6	PCK1	1
FOXO6	KLF2	1
FOXO6	IL7R	1
FOXO6	GADD45G	1
FOXO6	GADD45B	1
FOXO6	GADD45A	1
FOXO6	GABARAPL2	1
FOXO6	GABARAPL1	1
FOXO6	GABARAP	1
FOXO6	G6PC3	1
FOXO6	G6PC2	1
FOXO6	G6PC	1
FOXO6	FBXO32	1
FOXO6	FBXO25	1
FOXO6	FASLG	1
FOXO6	CDKN2D	1
FOXO6	CDKN2B	1
FOXO6	CDKN1B	1
FOXO6	CDKN1A	1
FOXO6	CCNG2	1
FOXO6	CCND2	1
FOXO6	CCND1	1
FOXO6	CCNB3	1
FOXO6	CCNB2	1
FOXO6	CCNB1	1
FOXO6	CAT	1
FOXO6	BNIP3	1
FOXO6	BCL6	1
FOXO6	BCL2L11	1
FOXO6	ATM	1
FOXO6	ATG12	1
